TABLE_NAME	COLUMN_NAME	COLUMN_TYPE	IS_NULLABLE	COLUMN_KEY	COLUMN_DEFAULT	EXTRA
inventario_salidas_otrosingresos	IdSalidasOtrosIngresos	int	NO	PRI	NULL	auto_increment
inventario_salidas_otrosingresos	IdSalidasPrincipal	int	NO	MUL	NULL	
inventario_salidas_otrosingresos	IdCuenta	int	NO	MUL	NULL	
inventario_salidas_otrosingresos	IdIdentificador	int	NO	MUL	NULL	
inventario_salidas_otrosingresos	Monto	decimal(10,2)	NO		NULL	
inventario_salidas_otrosingresos	TipoDeCambio	decimal(10,2)	NO		NULL	
inventario_salidas_otrosingresos	Bolivianos	decimal(10,2)	NO		NULL	
inventario_salidas_otrosingresos	GlosaIngresos	text	YES		NULL	
inventario_salidasliquidacion	IdSalidaLiquidacion	int	NO	PRI	NULL	auto_increment
inventario_salidasliquidacion	IdSalidasPrincipal	int	NO		NULL	
inventario_salidasliquidacion	IdCuenta	int	NO	MUL	NULL	
inventario_salidasliquidacion	IdIdentificador	int	NO	MUL	NULL	
inventario_salidasliquidacion	Monto	decimal(10,2)	NO		NULL	
inventario_salidasliquidacion	TipoDeCambio	decimal(10,2)	NO		NULL	
inventario_salidasliquidacion	Bolivianos	decimal(10,2)	NO	MUL	NULL	
inventario_salidasprincipal	IdSalidaPrincipal	int	NO	PRI	NULL	auto_increment
inventario_salidasprincipal	IdFecha	int	NO		NULL	
inventario_salidasprincipal	NumeroCorrelativo	int	NO		NULL	
inventario_salidasprincipal	IdDiario	int	NO	MUL	NULL	
inventario_salidasprincipal	TotalVentaFacturada	decimal(10,2)	NO		NULL	
inventario_salidasprincipal	IdoperadorIngresa	int	NO		NULL	
inventario_salidasprincipal	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
inventario_salidasprincipal	IdOperadorActualiza	int	NO		NULL	
inventario_salidasprincipal	FechaActualiza	timestamp	NO		0000-00-00 00:00:00	
inventario_salidasprincipal	ActivoInactivo	int	NO		NULL	
inventario_salidasprincipal	IdCliente	int	NO		NULL	
inventario_salidasprincipal	IdSucursal	int	NO		NULL	
inventario_salidaspropiamente	IdSalidaPropiamente	int	NO	PRI	NULL	auto_increment
inventario_salidaspropiamente	IdSalidasPrincipal	int	NO	MUL	NULL	
inventario_salidaspropiamente	IdRelacionVentaInventario	int	NO		NULL	
inventario_salidaspropiamente	Unidades	decimal(10,6)	NO		NULL	
inventario_salidaspropiamente	PrecioUnidad	decimal(10,4)	NO		NULL	
inventario_salidaspropiamente	Bolivianos	decimal(10,2)	NO		NULL	
inventario_tipooperacion	IdTipoOperacion	int	NO	PRI	NULL	auto_increment
inventario_tipooperacion	Detalle	tinytext	NO		NULL	
inventario_tipooperacion	Concepto	varchar(30)	NO		NULL	
inventario_tipooperacion	ActivoInactivo	int	NO		NULL	
inventario_tipooperacion	IdCliente	int	NO		NULL	
inventario_unidadmedida	IdUnidadMedida	int	NO	PRI	NULL	auto_increment
inventario_unidadmedida	UnidadMedida	tinytext	NO		NULL	
menu_administrador	Id	int	NO	PRI	NULL	auto_increment
menu_administrador	Description	varchar(100)	YES		NULL	
menu_administrador	Link	varchar(200)	NO		NULL	
menu_administrador	Parent	int	NO	MUL	NULL	
menu_administrador	Node_Order	int	NO		NULL	
menu_administrador	Informes	int	NO		NULL	
menu_administrador	Digitador	int	NO		NULL	
menu_administrador	Supervisor	int	NO		NULL	
menu_administrador	Administrador	int	NO		NULL	
menu_administrador	EstadoCuenta	int	NO		NULL	
menu_administrador	VentaMostrador	int	NO		NULL	
menu_administrador	VentaRestaurante	int	NO		NULL	
menu_administrador	VentaSupervisor	int	NO		NULL	
menu_administrador	VentaAdministracion	int	NO		NULL	
menu_administrador	VentaMayorista	int	NO		NULL	
menu_administrador	MonitorCocina	int	NO		NULL	
menu_administrador	ComercialGerente	int	NO		NULL	
menu_administrador	ComercialSupervisor	int	NO		NULL	
menu_administrador	ComercialDistribucion	tinyint	NO		NULL	
menu_administrador	Produccion	tinyint(1)	NO		NULL	
menu_administrador	ProduccionSupervisor	tinyint(1)	NO		NULL	
menu_administrador	ProduccionGerente	tinyint(1)	NO		NULL	
menu_administrador	Fiscal	tinyint(1)	NO		NULL	
menu_administrador	FiscalSupervisor	tinyint(1)	NO		NULL	
menu_administrador	FiscalGerente	tinyint(1)	NO		NULL	
menu_administrador	ControlInterno	tinyint(1)	NO		NULL	
menu_administrador	ControlInternoPrecios	tinyint(1)	NO		NULL	
menu_operador	IdMenuOperador	int	NO	PRI	NULL	auto_increment
menu_operador	IdMenu	int	NO		NULL	
menu_operador	IdCliente	int	NO		NULL	
menu_operador	IdOperador	int	NO		NULL	
metodo_pago_mapeo	idMapeoMetodoPago	int	NO	PRI	NULL	auto_increment
metodo_pago_mapeo	codigo_siat	int	NO	MUL	NULL	
metodo_pago_mapeo	idContaCuenta	int	NO		NULL	
metodo_pago_mapeo	idCliente	int	NO	MUL	NULL	
metodo_pago_mapeo	idSucursal	int	NO		NULL	
metodo_pago_mapeo	activo	tinyint	YES		1	
metodo_pago_mapeo	creado_por	int	YES		NULL	
metodo_pago_mapeo	creado_en	timestamp	YES		CURRENT_TIMESTAMP	DEFAULT_GENERATED
operacion_distribucion	IdDistribucion	int	NO	PRI	NULL	auto_increment
operacion_distribucion	FechadeDistribucion	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
operacion_distribucion	FechaPedido	date	NO		NULL	
operacion_distribucion	NumeroNotaDistribucion	int	NO		NULL	
operacion_distribucion	IdLinea	int	NO		NULL	
operacion_distribucion	IdGrupo	int	NO		NULL	
operacion_distribucion	IdCliente	int	NO		NULL	
operacion_distribucion	IdSucursal	int	NO		NULL	
operacion_distribucion	IdOperadorSolicita	int	NO		NULL	
operacion_distribucion	IdOperadorDistribuye	int	NO		NULL	
operacion_distribucion_propiamente	IdDistribucionPropiamente	int	NO	PRI	NULL	auto_increment
operacion_distribucion_propiamente	IdDistribucion	int	NO	MUL	NULL	
operacion_distribucion_propiamente	IdPedidos	int	NO		NULL	
operacion_fichatecnica	IdFicha	int	NO	PRI	NULL	auto_increment
operacion_fichatecnica	NumeroCorrelativo	int	NO		NULL	
operacion_fichatecnica	IdLineaProducto	int	NO		NULL	
operacion_fichatecnica	IdProductoTerminado	int	NO	UNI	NULL	
operacion_fichatecnica	Unidades	decimal(10,2)	NO		NULL	
operacion_fichatecnica	ActivoInactivo	tinyint(1)	NO		NULL	
operacion_fichatecnica	IdCliente	int	NO		NULL	
operacion_fichatecnica	IdSucursal	int	NO		NULL	
operacion_fichatecnica	IdOperadorIngresa	int	NO		NULL	
operacion_fichatecnica	FechaIngreso	datetime	NO		NULL	
operacion_fichatecnica	IdOperadorActualiza	int	NO		NULL	
operacion_fichatecnica	FechaEdita	datetime	YES		NULL	
operacion_fichatecnica_propiamente	IdFicha_Propiamente	int	NO	PRI	NULL	auto_increment
operacion_fichatecnica_propiamente	IdFicha	int	NO		NULL	
operacion_fichatecnica_propiamente	IdProductoInsumo	int	NO		NULL	
operacion_fichatecnica_propiamente	Unidades	decimal(10,0)	NO		NULL	
operacion_fichatecnica_propiamente	IdOperadorIngresa	int	NO		NULL	
operacion_fichatecnica_propiamente	FechaIngreso	datetime	NO		NULL	
operacion_fichatecnica_propiamente	IdOperadorActualiza	int	NO		NULL	
operacion_fichatecnica_propiamente	FechaActualiza	datetime	YES		NULL	
operacion_mensajes_clientes	IdMensajes	int	NO	PRI	NULL	auto_increment
operacion_mensajes_clientes	IdTipo	int	NO	MUL	NULL	
operacion_mensajes_clientes	IdIdentificador	int	NO		NULL	
operacion_mensajes_clientes	Celular	int	NO		NULL	
operacion_mensajes_clientes	IdCliente	int	NO		NULL	
operacion_mensajes_clientes	IdSucursal	int	NO		NULL	
operacion_mensajes_clientes_tipo	IdTipo	int	NO	PRI	NULL	auto_increment
operacion_mensajes_clientes_tipo	Tipo	varchar(50)	NO		NULL	
operacion_produccion_cronograma	IdCronograma	int	NO	PRI	NULL	auto_increment
operacion_produccion_cronograma	Lunes	int	YES	MUL	NULL	
operacion_produccion_cronograma	Martes	int	YES	MUL	NULL	
operacion_produccion_cronograma	Miercoles	int	YES	MUL	NULL	
operacion_produccion_cronograma	Jueves	int	YES	MUL	NULL	
operacion_produccion_cronograma	Viernes	int	YES	MUL	NULL	
operacion_produccion_cronograma	Sabado	int	YES	MUL	NULL	
operacion_produccion_cronograma	Domingo	int	YES	MUL	NULL	
operacion_produccion_cronograma	IdCliente	int	NO	MUL	NULL	
operacion_produccion_cronograma	IdOperador	int	NO	MUL	NULL	
operacion_produccion_ordenproduccion	IdOrden	int	NO	PRI	NULL	auto_increment
operacion_produccion_ordenproduccion	FechaRealizadaOrdenProduccion	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
operacion_produccion_ordenproduccion	FechaDePedidos	date	NO		NULL	
operacion_produccion_ordenproduccion	NumeroOrden	int	NO		NULL	
operacion_produccion_ordenproduccion	IdLineaProducto	int	NO		NULL	
operacion_produccion_ordenproduccion	IdProductoGrupo	int	NO		NULL	
operacion_produccion_ordenproduccion	IdCliente	int	NO		NULL	
operacion_produccion_ordenproduccion	IdSucursal	int	NO		NULL	
operacion_produccion_ordenproduccion	IdOperador	int	NO		NULL	
operacion_produccion_ordenproduccion	FechaIngresoInventarios	datetime	NO		NULL	
operacion_produccion_ordenproduccion	ActivoInactivoProduccion	tinyint(1)	NO		NULL	
operacion_produccion_ordenproduccion	IdOperadorProduccion	int	NO		NULL	
operacion_produccion_ordenproduccion_propiamente	IdOrdenPropiamente	int	NO	PRI	NULL	auto_increment
operacion_produccion_ordenproduccion_propiamente	IdOrden	int	NO	MUL	NULL	
operacion_produccion_ordenproduccion_propiamente	IdProducto	int	NO	MUL	NULL	
operacion_produccion_ordenproduccion_propiamente	UnidadesOrdenadas	decimal(10,2)	NO		NULL	
operacion_produccion_ordenproduccion_propiamente	UnidadesProducidas	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos	IdPedidos	int	NO	PRI	NULL	auto_increment
operacion_ventas_pedidos	IdTipoPedido	int	NO		NULL	
operacion_ventas_pedidos	ProduceDistribuye	tinyint(1)	NO		NULL	
operacion_ventas_pedidos	FechaRealiza	datetime	NO		NULL	
operacion_ventas_pedidos	FechaDelPedido	date	NO		NULL	
operacion_ventas_pedidos	IdProducto	int	NO	MUL	NULL	
operacion_ventas_pedidos	Unidades	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos	AutorizadoNoAutorizado	tinyint(1)	NO		NULL	
operacion_ventas_pedidos	IdCliente	int	NO	MUL	NULL	
operacion_ventas_pedidos	IdSucursal	int	NO	MUL	NULL	
operacion_ventas_pedidos	idOperador	int	NO	MUL	NULL	
operacion_ventas_pedidos	IdOperadorPedidoExtraordinario	int	NO		NULL	
operacion_ventas_pedidos	UnidadesAutoriza	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos	IdOperadorAutoriza	int	NO		NULL	
operacion_ventas_pedidos	IdDistribucion	int	NO		NULL	
operacion_ventas_pedidos	UnidadesDistribuidas	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos	DistribuidoSiNo	tinyint(1)	NO		NULL	
operacion_ventas_pedidos	IdOperadorRecibe	int	NO		NULL	
operacion_ventas_pedidos	UnidadesRecibidas	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos_devolucion	IdDevolucion	int	NO	PRI	NULL	auto_increment
operacion_ventas_pedidos_devolucion	IdFecha	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion	NumeroDevolucion	int	NO		NULL	
operacion_ventas_pedidos_devolucion	ActivoInactivo	tinyint(1)	NO		NULL	
operacion_ventas_pedidos_devolucion	IdCliente	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion	IdSucursal	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion	IdOperador	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion_1	IdDevolucionPropiamente	int	NO	PRI	NULL	auto_increment
operacion_ventas_pedidos_devolucion_1	IdDevolucion	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion_1	IdProducto	int	NO	MUL	NULL	
operacion_ventas_pedidos_devolucion_1	Unidades	decimal(10,2)	NO		NULL	
operacion_ventas_pedidos_horalimite	IdHoraLimite	int	NO	PRI	NULL	auto_increment
operacion_ventas_pedidos_horalimite	Hora	int	NO		NULL	
operacion_ventas_pedidos_horalimite	ActivaControlDia	tinyint(1)	NO		NULL	
operacion_ventas_pedidos_horalimite	IdCliente	int	NO		NULL	
operacion_ventas_pedidos_horalimite	IdSucursal	int	NO		NULL	
operacion_ventas_pedidos_programados	IdProgramado	int	NO	PRI	NULL	
operacion_ventas_pedidos_programados	Dia	varchar(10)	NO		NULL	
operacion_ventas_pedidos_programados	IdProducto	int	NO		NULL	
operacion_ventas_pedidos_programados	Unidades	int	NO		NULL	
operacion_ventas_pedidos_programados	IdCliente	int	NO		NULL	
operacion_ventas_pedidos_programados	IdSucursal	int	NO		NULL	
operacion_ventas_pedidos_programados	IdOperador	int	NO		NULL	
operacion_ventas_pedidos_tipopedido	IdTipoPedido	int	NO	PRI	NULL	
operacion_ventas_pedidos_tipopedido	Detalle	varchar(30)	NO		NULL	
operacion_ventas_pedidos_tipopedido	IdCliente	int	NO		NULL	
personal_datos_contrato	IdContrato	int	NO	PRI	NULL	
personal_datos_contrato	IdEmpleado	int	NO	MUL	NULL	
personal_datos_contrato	FechaInicio	date	NO		NULL	
personal_datos_contrato	FechaFinal	date	YES		NULL	
personal_datos_contrato	Motivo	text	YES		NULL	
personal_datos_contrato	IdActividad	int	NO	MUL	NULL	
personal_datos_contrato	IdSector	int	NO	MUL	NULL	
personal_datos_contrato	IdCargo	int	NO	MUL	NULL	
personal_datos_contrato	NumeroContrato	int	NO		NULL	
personal_datos_contrato	ActivoInactivo	tinyint(1)	NO		NULL	
personal_datos_contrato	NumeroCNS	text	NO		NULL	
personal_datos_contrato	BonoAntiguedad	tinyint(1)	NO		NULL	
personal_datos_contrato	IdAFP	int	YES	MUL	NULL	
personal_datos_contrato	IdPlaza	int	YES	MUL	NULL	
personal_datos_contrato	IdCliente	int	NO	MUL	NULL	
personal_datos_contrato	IdoperadorIngreso	int	NO	MUL	NULL	
personal_datos_contrato	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
personal_datos_contrato	IdOperadorActualiza	int	NO	MUL	NULL	
personal_datos_contrato	FechaActualizacion	timestamp	NO		0000-00-00 00:00:00	
personal_datos_contrato_descuentosconcepto	IdDescuentos	int	NO	PRI	NULL	
personal_datos_contrato_descuentosconcepto	Concepto	text	NO		NULL	
personal_datos_contrato_descuentosconcepto	Porcentaje	decimal(10,2)	NO		NULL	
personal_datos_contrato_descuentosconcepto	LaboralPatronal	text	NO		NULL	
personal_datos_contrato_pagos	IdContratoPagos	int	NO	PRI	NULL	
personal_datos_contrato_pagos	IdContrato	int	YES	MUL	NULL	
personal_datos_contrato_pagos	Fecha	date	NO	MUL	NULL	
personal_datos_contrato_pagos	IdContratoPagosConcepto	int	YES	MUL	NULL	
personal_datos_contrato_pagos	MontoBs	double	YES		NULL	
personal_datos_contrato_pagos	AportaNoAporta	tinyint(1)	NO		NULL	
personal_datos_contrato_pagosconcepto	IdContratoPagosConcepto	int	NO	PRI	0	
personal_datos_contrato_pagosconcepto	Concepto	varchar(50)	YES		NULL	
personal_datos_contrato_pagosconcepto	Nivel	varchar(50)	YES		NULL	
personal_datos_contrato_sector	IdSector	int	YES	UNI	NULL	
personal_datos_contrato_sector	SectorCargo	varchar(50)	YES		NULL	
personal_datos_contrato_sectorcargo	IdCargo	int	NO	PRI	NULL	
personal_datos_contrato_sectorcargo	IdSector	int	YES	MUL	NULL	
personal_datos_contrato_sectorcargo	Cargo	tinytext	YES		NULL	
personal_datos_contratoafp	IdAfp	int	NO	PRI	NULL	
personal_datos_contratoafp	Detalle	varchar(20)	YES		NULL	
personal_datos_empleado	IdEmpleado	int	NO	PRI	NULL	
personal_datos_empleado	IdIdentificador	int	YES	UNI	NULL	
personal_datos_empleado	Sexo	tinytext	YES		NULL	
personal_datos_empleado	FechaNacimiento	date	YES		NULL	
personal_datos_empleado	Lugar de Nacimiento	text	NO		NULL	
personal_datos_empleado	Direccion	text	NO		NULL	
personal_datos_empleado	Telefono	int	YES		NULL	
personal_datos_empleado	Celular	int	YES		NULL	
personal_datos_empleado	Email	mediumtext	YES		NULL	
personal_datos_empleado	Nacionalidad	tinytext	NO		NULL	
personal_datos_empleado	Foto	mediumblob	YES		NULL	
personal_datos_empleado	IdCliente	int	YES	MUL	NULL	
personal_datos_empleado	IdoperadorIngreso	int	NO	MUL	NULL	
personal_datos_empleado	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
personal_datos_empleado	IdOperadorActualiza	int	NO	MUL	NULL	
personal_datos_empleado	FechaActualiza	timestamp	NO		0000-00-00 00:00:00	
personal_memorandum_llamadaatencion	IdLlamadaAtencion	int	NO	PRI	NULL	
personal_memorandum_llamadaatencion	IdFecha	int	NO	MUL	NULL	
personal_memorandum_llamadaatencion	IdContrato	int	NO	MUL	NULL	
personal_memorandum_llamadaatencion	NumeroCorrelativo	int	NO		NULL	
personal_memorandum_llamadaatencion	DiasFalta	decimal(10,2)	NO		NULL	
personal_memorandum_llamadaatencion	DiasSancion	decimal(10,2)	NO		NULL	
personal_memorandum_llamadaatencion	Detalle	text	NO		NULL	
personal_memorandum_llamadaatencion	IdCliente	int	NO	MUL	NULL	
personal_memorandum_llamadaatencion	IdSucursal	int	NO	MUL	NULL	
personal_memorandum_llamadaatencion	ActivoInactivo	tinyint(1)	NO		NULL	
personal_memorandum_llamadaatencion	IdOperadorIngreso	int	NO	MUL	NULL	
personal_memorandum_llamadaatencion	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
personal_planillaextra_principal	IdPlanillaExtra	int	NO	PRI	NULL	
personal_planillaextra_principal	NumeroCorrelativo	int	NO		NULL	
personal_planillaextra_principal	IdFecha	int	NO	MUL	NULL	
personal_planillaextra_principal	IdPlanillaExtraConcepto	int	NO	MUL	NULL	
personal_planillaextra_principal	ActivoInactivo	tinyint(1)	NO		NULL	
personal_planillaextra_principal	IdCliente	int	NO	MUL	NULL	
personal_planillaextra_principal	IdSucursal	int	NO	MUL	NULL	
personal_planillaextra_principal	IdOperadorIngreso	int	NO	MUL	NULL	
personal_planillaextra_principal	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
personal_planillaextra_principal	AportaNoAporta	tinyint(1)	NO		NULL	
personal_planillaextra_propiamente	IdPLanillaExtraPropiamente	int	NO	PRI	NULL	
personal_planillaextra_propiamente	IdPlanillaExtra	int	NO	MUL	NULL	
personal_planillaextra_propiamente	IdContrato	int	NO	MUL	NULL	
personal_planillaextra_propiamente	MontoBs	decimal(10,2)	NO		NULL	
personal_planillasueldos_detalle	IdPlanillaSueldos	int	NO	PRI	NULL	
personal_planillasueldos_detalle	IdPlanillaSueldosPrincipal	int	NO	MUL	NULL	
personal_planillasueldos_detalle	IdConcepto	int	NO	MUL	NULL	
personal_planillasueldos_detalle	Bolivianos	decimal(10,2)	NO		NULL	
personal_planillasueldos_detalle	PagoDescuento	text	NO		NULL	
personal_planillasueldos_principal	IdPlanillaSueldosPrincipal	int	NO	PRI	NULL	
personal_planillasueldos_principal	IdCliente	int	NO	MUL	NULL	
personal_planillasueldos_principal	IdSucursal	int	NO	MUL	NULL	
personal_planillasueldos_principal	IdFecha	int	NO	MUL	NULL	
personal_planillasueldos_principal	IdContrato	int	NO	MUL	NULL	
personal_planillasueldos_principal	DiasTrabajados	decimal(10,2)	NO		NULL	
personal_planillasueldos_principal	AntiguedadAños	int	NO		NULL	
personal_planillasueldos_principal	AntiguedadMeses	int	NO		NULL	
personal_planillasueldos_principal	AntiguedadDias	int	NO		NULL	
personal_planillasueldos_principal	Contabilizado	tinyint(1)	NO		NULL	
personal_todos	IdDatosFinancieros	int	NO	PRI	NULL	
personal_todos	Detalle	text	NO		NULL	
personal_todos	Bolivianos	decimal(10,2)	NO		NULL	
supervisores_enviomensaje_grupo	IdGrupo	int	NO	PRI	NULL	auto_increment
supervisores_enviomensaje_grupo	Grupo	varchar(100)	NO		NULL	
supervisores_enviomensaje_grupo	OpciongGrupo	varchar(100)	NO		NULL	
supervisores_enviomensaje_grupo	IdCliente	int	NO	MUL	NULL	
supervisores_enviomensajes	IdSupervisores	int	NO	PRI	NULL	auto_increment
supervisores_enviomensajes	IdCliente	int	NO		NULL	
supervisores_enviomensajes	IdSucursal	int	NO		NULL	
supervisores_enviomensajes	IdIdentificador	int	NO		NULL	
supervisores_enviomensajes	IdArea	int	NO		NULL	
supervisores_enviomensajes	Celular	int	NO		NULL	
supervisres_area	IdArea	int	NO	PRI	NULL	auto_increment
supervisres_area	IdCliente	int	NO		NULL	
supervisres_area	Area	varchar(50)	NO		NULL	
todos_cliente	IdCliente	int	NO	PRI	NULL	
todos_cliente	Nombre	text	NO		NULL	
todos_cliente	NIT	bigint	NO	UNI	NULL	
todos_cliente	Direccion	text	YES		NULL	
todos_cliente	Fono	int	YES		NULL	
todos_cliente	Celular	int	YES		NULL	
todos_cliente	CIRepresentanteLegal	bigint	NO		NULL	
todos_cliente	NombreRepresentanteLegal	text	NO		NULL	
todos_cliente	IdFechaInicioOperaciones	int	NO	MUL	NULL	
todos_cliente	facturacion_habilitada	tinyint(1)	NO		0	
todos_cliente_actividad	IdActividad	int	NO	PRI	NULL	
todos_cliente_actividad	IdCliente	int	NO	MUL	NULL	
todos_cliente_actividad	Actividad	text	NO		NULL	
todos_cliente_plaza	IdPlaza	int	NO	PRI	NULL	auto_increment
todos_cliente_plaza	Plaza	text	NO		NULL	
todos_cliente_plaza	Abreviacion	text	NO		NULL	
todos_cliente_sucursal	IdClienteSucursal	int	NO	PRI	NULL	auto_increment
todos_cliente_sucursal	IdCliente	int	NO	MUL	NULL	
todos_cliente_sucursal	IdPlaza	int	NO	MUL	NULL	
todos_cliente_sucursal	Nombre	text	NO		NULL	
todos_cliente_sucursal	Direccion	varchar(38)	NO		NULL	
todos_cliente_sucursal	Telefono	varchar(30)	NO		NULL	
todos_cliente_sucursal	Celular	varchar(30)	NO		NULL	
todos_cliente_sucursal	NumeroSucursal	int	YES		NULL	
todos_cliente_sucursal	ActivaInactivaR	tinyint(1)	NO		NULL	
todos_cliente_sucursal	Orden	int	NO		NULL	
todos_cliente_sucursal	Categoria	varchar(20)	NO		NULL	
todos_cliente_sucursal	ActivoInactivo	tinyint(1)	NO		NULL	
todos_cliente_sucursal	ControlInternoEfectivo	int	NO		NULL	
todos_cliente_sucursal	facturacion_habilitada	tinyint(1)	NO		0	
todos_fecha	IdFecha	int	NO	PRI	NULL	auto_increment
todos_fecha	Fecha	date	NO	UNI	NULL	
todos_fecha	ActivoInactivo	tinyint(1)	NO		NULL	
todos_fecha	CierreSucursal	tinyint(1)	NO		NULL	
todos_fecha	CierrePermanente	tinyint(1)	NO		NULL	
todos_fecha_auxiliar_sucursal	IdFechaAuxiliar	int	NO	PRI	NULL	auto_increment
todos_fecha_auxiliar_sucursal	IdFecha	int	NO	MUL	NULL	
todos_fecha_auxiliar_sucursal	IdCliente	int	NO	MUL	NULL	
todos_fecha_auxiliar_sucursal	IdSucursal	int	NO	MUL	NULL	
todos_fecha_auxiliar_sucursal	FechaApertura	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
todos_firmasautorizadas	IdFirmaAutorizada	int	NO	PRI	NULL	
todos_firmasautorizadas	IdCliente	int	NO		NULL	
todos_firmasautorizadas	IdSucursal	int	NO		NULL	
todos_firmasautorizadas	IdIdentificador	int	NO		NULL	
todos_firmasautorizadas	Nivel	tinytext	NO		NULL	
todos_firmasautorizadas	Cargo	tinytext	NO		NULL	
todos_identificador	IdIdentificador	int	NO	PRI	NULL	auto_increment
todos_identificador	CI_NIT	bigint	NO	UNI	NULL	
todos_identificador	Nombre	varchar(100)	NO		NULL	
todos_identificador	IdOperadorIngreso	int	NO	MUL	NULL	
todos_identificador	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
todos_identificador	IdOperadorEdita	int	NO	MUL	NULL	
todos_identificador	FechaEdita	datetime	NO		NULL	
todos_operador	IdOperador	int	NO	PRI	NULL	auto_increment
todos_operador	IdIdentificador	int	NO	UNI	NULL	
todos_operador	Iniciales	varchar(5)	NO		NULL	
todos_operador	Clave	varchar(15)	NO		NULL	
todos_operador	NombreAcceso	char(20)	NO	UNI	NULL	
todos_operador	DireccionDomicilio	text	NO		NULL	
todos_operador	TelefonoDomicilio	int	NO		NULL	
todos_operador	NumeroCelular	int	NO		NULL	
todos_operador	IdOperadorTipo	int	NO	MUL	NULL	
todos_operador	ActivoInactivo	tinyint(1)	NO		NULL	
todos_operador_sucursaldb	IdSucursalDB	int	NO	PRI	NULL	auto_increment
todos_operador_sucursaldb	IdCliente	int	NO	MUL	NULL	
todos_operador_sucursaldb	IdSucursal	int	NO	MUL	NULL	
todos_operador_sucursaldb	IdOperador	int	NO	MUL	NULL	
todos_operador_tipo	IdOperadorTipo	int	NO	PRI	NULL	
todos_operador_tipo	Detalle	text	NO		NULL	
todos_parametros_almacen	IdTodosParametrosInventarios	int	NO	PRI	NULL	
todos_parametros_almacen	IdAlmacenPrincipal	int	NO	MUL	NULL	
todos_parametros_almacen	IdAlmacenSnack	int	NO		NULL	
todos_parametros_almacen	IdCliente	int	NO	MUL	NULL	
todos_parametros_almacen	IdSucursal	int	NO	MUL	NULL	
todos_parametros_cuentas	IdParametros	int	NO	PRI	NULL	
todos_parametros_cuentas	IdCliente	int	NO	MUL	NULL	
todos_parametros_cuentas	VentasFacturadas	int	YES	MUL	NULL	
todos_parametros_cuentas	VentasNoFacturadas	int	NO	MUL	NULL	
todos_parametros_cuentas	DebitoFiscalIVA	int	NO	MUL	NULL	
todos_parametros_cuentas	ITPagados	int	NO	MUL	NULL	
todos_parametros_cuentas	ITxPagar	int	NO	MUL	NULL	
todos_parametros_cuentas	ControlDFIVA	int	NO		NULL	
todos_parametros_cuentas	ComprasFacturadas	int	NO	MUL	NULL	
todos_parametros_cuentas	ComprasNoFacturadas	int	NO	MUL	NULL	
todos_parametros_cuentas	CreditoFiscalIVA	int	NO	MUL	NULL	
todos_parametros_cuentas	CuentaPersonalVendedor	int	NO	MUL	NULL	
todos_parametros_cuentas	Inventario	int	NO	MUL	NULL	
todos_parametros_cuentas	Proveedores	int	NO	MUL	NULL	
todos_parametros_cuentas	DiferenciaInventarioSobrante	int	NO	MUL	NULL	
todos_parametros_cuentas	DiferenciaInventarioFaltante	int	NO	MUL	NULL	
todos_parametros_cuentas	AnticipoProveedores	int	NO	MUL	NULL	
todos_parametros_cuentas	DiferenciaDeCambioIngreso	int	NO	MUL	NULL	
todos_parametros_cuentas	DiferenciaDeCambioGasto	int	NO	MUL	NULL	
todos_parametros_cuentas	AporteLaboralPasivo	int	NO	MUL	NULL	
todos_parametros_cuentas	AportePatronalPasivo	int	NO	MUL	NULL	
todos_parametros_cuentas	CajaSaludPasivo	int	NO	MUL	NULL	
todos_parametros_cuentas	AguinaldoPorPagarPasivo	int	NO	MUL	NULL	
todos_parametros_cuentas	IndemnizacionPasivo	int	NO	MUL	NULL	
