TABLE_NAME	COLUMN_NAME	COLUMN_TYPE	IS_NULLABLE	COLUMN_KEY	COLUMN_DEFAULT	EXTRA
activainactiva_operador	IdOperador	int	YES		NULL	
activainactiva_operador	IdIdentificador	int	YES		NULL	
activainactiva_operador	ActivoInactivo	tinyint(1)	YES		NULL	
activainactiva_operador	IdCliente	int	YES		NULL	
activainactiva_operador	IdSucursal	int	YES		NULL	
activofijo_activo_ajustaactivo	IdActivoFijoAjustaActivo	int	NO		NULL	
activofijo_activo_ajustaactivo	IdActivoFijoInserta	int	NO		NULL	
activofijo_activo_ajustaactivo	IdDiario	int	NO		NULL	
activofijo_activo_ajustaactivo	D_H	varchar(1)	NO		NULL	
activofijo_activo_ajustaactivo	Glosa	varchar(250)	NO		NULL	
activofijo_activo_ajustaactivo	MontoBolivianos	decimal(10,2)	NO		NULL	
activofijo_activo_ajustaactivo	TipoDeCambio	decimal(10,6)	NO		NULL	
activofijo_activo_ajustaactivo	OtraMoneda	decimal(10,2)	NO		NULL	
activofijo_activo_ajustaactivo	IdContraCuenta	int	NO		NULL	
activofijo_activo_ajustaactivo	IdCliente	int	NO		NULL	
activofijo_activo_ajustaactivo	IdSucursal	int	NO		NULL	
activofijo_activo_ajustaactivo	IdOperadorIngreso	int	YES		NULL	
activofijo_activo_ajustaactivo	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
activofijo_activo_ajustaactivo	IdOperadorEdita	int	YES		NULL	
activofijo_activo_ajustaactivo	FechaEdita	timestamp	NO		0000-00-00 00:00:00	
activofijo_activo_ajustadepreciacion	IdActivoFijoAjustaDepreciacion	int	NO		NULL	
activofijo_activo_ajustadepreciacion	IdActivoFijoInserta	int	NO		NULL	
activofijo_activo_ajustadepreciacion	IdDiario	int	NO		NULL	
activofijo_activo_ajustadepreciacion	D_H	varchar(1)	NO		NULL	
activofijo_activo_ajustadepreciacion	Glosa	varchar(250)	NO		NULL	
activofijo_activo_ajustadepreciacion	MontoBolivianos	decimal(10,2)	NO		NULL	
activofijo_activo_ajustadepreciacion	TipoDeCambio	decimal(10,6)	NO		NULL	
activofijo_activo_ajustadepreciacion	OtraMoneda	decimal(10,2)	NO		NULL	
activofijo_activo_ajustadepreciacion	IdContraCuenta	int	NO		NULL	
activofijo_activo_ajustadepreciacion	IdCliente	int	NO		NULL	
activofijo_activo_ajustadepreciacion	IdSucursal	int	NO		NULL	
activofijo_activo_ajustadepreciacion	IdOperadorIngreso	int	NO		NULL	
activofijo_activo_ajustadepreciacion	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
activofijo_activo_ajustadepreciacion	IdOperadorEdita	int	NO		NULL	
activofijo_activo_ajustadepreciacion	FechaEdita	timestamp	NO		0000-00-00 00:00:00	
activofijo_activo_deprecia	IdActivoFijoDeprecia	int	NO		NULL	
activofijo_activo_deprecia	IdActivoFijoInserta	int	NO		NULL	
activofijo_activo_deprecia	IdFecha	int	NO		NULL	
activofijo_activo_deprecia	IdDiario	int	NO		NULL	
activofijo_activo_deprecia	NumeroCorrelativo	int	NO		NULL	
activofijo_activo_deprecia	MontoBolivianos	decimal(10,2)	NO		NULL	
activofijo_activo_deprecia	TipoDeCambio	decimal(10,6)	NO		NULL	
activofijo_activo_deprecia	OtraMoneda	decimal(10,2)	NO		NULL	
activofijo_activo_deprecia	ActivoInactivo	tinyint(1)	NO		NULL	
activofijo_activo_deprecia	IdCliente	int	NO		NULL	
activofijo_activo_deprecia	IdSucursal	int	NO		NULL	
activofijo_activo_deprecia	IdOperadorIngreso	int	NO		NULL	
activofijo_activo_deprecia	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
activofijo_activo_deprecia	IdOperadorEdita	int	NO		NULL	
activofijo_activo_deprecia	FechaEdita	timestamp	NO		0000-00-00 00:00:00	
activofijo_activo_inserta	IdActivoFijoInserta	int	NO		NULL	
activofijo_activo_inserta	IdActivoFijo	int	NO		NULL	
activofijo_activo_inserta	Unidades	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	IdDiario	int	NO		NULL	
activofijo_activo_inserta	MontoBolivianos	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	TipoDeCambio	decimal(10,6)	NO		NULL	
activofijo_activo_inserta	MontoOtraMoneda	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	Impuestos	tinytext	NO		NULL	
activofijo_activo_inserta	NumeroFactura	varchar(10)	YES		NULL	
activofijo_activo_inserta	CreditoFiscal	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	IUE_Retenciones	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	IT_Retenciones	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	ValorNetoBolivianos	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	ValorNetoOtraMoneda	decimal(10,2)	NO		NULL	
activofijo_activo_inserta	Deducibilidad	tinytext	NO		NULL	
activofijo_activo_inserta	IdContraCuenta	int	NO		NULL	
activofijo_activo_inserta	IdIdentificador	int	NO		NULL	
activofijo_activo_inserta	IdActividad	int	NO		NULL	
activofijo_activo_inserta	IdOperadorIngresa	int	NO		NULL	
activofijo_activo_inserta	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
activofijo_activo_inserta	IdOperadorActualiza	int	NO		NULL	
activofijo_activo_inserta	FechaActualiza	timestamp	YES		NULL	
activofijo_activo_inserta	IdCliente	int	NO		NULL	
activofijo_activo_inserta	IdSucursal	int	NO		NULL	
activofijo_detalle	IdActivoFijo	int	NO		NULL	
activofijo_detalle	CodigoActivo	varchar(30)	NO		NULL	
activofijo_detalle	Detalle	varchar(50)	NO		NULL	
activofijo_detalle	IdTablaDepreciacion	int	NO		NULL	
activofijo_detalle	IdCuentaActivoFijo	int	NO		NULL	
activofijo_detalle	IdCuentaDepAcumulada	int	NO		NULL	
activofijo_detalle	IdCuentaDepGasto	int	NO		NULL	
activofijo_detalle	IdCliente	int	NO		NULL	
activofijo_detalle	IdSucursal	int	NO		NULL	
activofijo_detalle	Marca	varchar(50)	NO		NULL	
activofijo_detalle	Serie	varchar(50)	NO		NULL	
activofijo_detalle	Foto	int	NO		NULL	
activofijo_detalle	ActivoInactivo	tinyint(1)	NO		NULL	
activofijo_tabladepreciacion	IdTablaDepreciacion	int	NO		NULL	
activofijo_tabladepreciacion	Bienes	varchar(40)	NO		NULL	
activofijo_tabladepreciacion	VidaUtil	decimal(10,2)	NO		NULL	
activofijo_tabladepreciacion	Porcentaje	decimal(10,2)	NO		NULL	
administracion_modulos_activos	IdModuloActivo	int	NO		NULL	
administracion_modulos_activos	Modulo	varchar(50)	NO		NULL	
administracion_modulos_activos	IdCuenta	int	NO		NULL	
administracion_modulos_activos	IdCliente	int	NO		NULL	
analisisautorizacion	IdContaPropiamente	int	YES		NULL	
analisisautorizacion	NumeroDiario	bigint	YES		NULL	
analisisautorizacion	IdCuenta	int	YES		NULL	
analisisautorizacion	Glosa	text	YES		NULL	
analisisautorizacion	D_H	text	YES		NULL	
analisisautorizacion	MontoBolivianos	decimal(10,2)	YES		NULL	
analisisautorizacion	IdFecha	int	YES		NULL	
analisisautorizacion	IdCliente	int	YES		NULL	
analisisautorizacion	Autorizado	tinyint(1)	YES		NULL	
analisisbalance	Fecha	int	NO		0	
analisisbalance	TipoDeCuenta	int	NO		0	
analisisbalance	Cuenta	int	NO		0	
analisisbalance	Descripcion	int	NO		0	
analisisbalance	D_H	int	NO		0	
analisisbalance	MontoBolivianos	int	NO		0	
analisisbalance	IdCliente	int	NO		0	
analisiscuenta	Contabilizado	int	NO		0	
analisiscuenta	Fecha	int	NO		0	
analisiscuenta	TipoDeCuenta	int	NO		0	
analisiscuenta	Cuenta	int	NO		0	
analisiscuenta	IdCuenta	int	NO		0	
analisiscuenta	Descripcion	int	NO		0	
analisiscuenta	D_H	int	NO		0	
analisiscuenta	MontoBolivianos	int	NO		0	
analisiscuenta	MontoOtraMoneda	int	NO		0	
analisiscuenta	IdCliente	int	NO		0	
analisiscuenta	IdIdentificador	int	NO		0	
analisiscuenta	CI_NIT	int	NO		0	
analisismayores	IdOperadorIngreso	int	NO		0	
analisismayores	IdTipoDiario	int	NO		0	
analisismayores	IdCliente	int	NO		0	
analisismayores	Contabilizado	int	NO		0	
analisismayores	IdDiario	int	NO		0	
analisismayores	Fecha	int	NO		0	
analisismayores	Cuenta	int	NO		0	
analisismayores	TipoDeCuenta	int	NO		0	
analisismayores	Descripcion	int	NO		0	
analisismayores	NumeroDiario	int	NO		0	
analisismayores	Glosa	int	NO		0	
analisismayores	D_H	int	NO		0	
analisismayores	MontoBolivianos	int	NO		0	
analisismayores	MontoOtraMoneda	int	NO		0	
analisismayores	NumeroSucursal	int	NO		0	
analisismayores	Identificador	int	NO		0	
analisismayores	Nombre	int	NO		0	
analisisresultados	Fecha	int	NO		0	
analisisresultados	TipoDeCuenta	int	NO		0	
analisisresultados	Cuenta	int	NO		0	
analisisresultados	Descripcion	int	NO		0	
analisisresultados	D_H	int	NO		0	
analisisresultados	MontoBolivianos	int	NO		0	
analisisresultados	IdCliente	int	NO		0	
analisisresultados	Deducible	int	NO		0	
checklist_definicion_inicio_sucursales	IdInicio	int	NO	PRI	NULL	auto_increment
checklist_definicion_inicio_sucursales	IdCliente	int	NO		NULL	
checklist_definicion_inicio_sucursales	IdSucursal	int	NO		NULL	
checklist_definicion_inicio_sucursales	IdIdentificador	int	NO		NULL	
checklist_definicion_inicio_sucursales	IdOperador	int	NO		NULL	
checklist_definicion_inicio_sucursales	FechaHoraInicio	datetime	NO		NULL	
checklist_definicion_inicio_sucursales	FechaHoraFinal	datetime	YES		NULL	
checklist_definicion_inicio_sucursales	ActivoInactivo	tinyint(1)	NO		NULL	
checklist_definicion_inicio_sucursales	Latitud	varchar(30)	NO		NULL	
checklist_definicion_inicio_sucursales	Longitud	varchar(30)	NO		NULL	
checklist_encuesta	IdEncuesta	int	NO	PRI	NULL	auto_increment
checklist_encuesta	Nombre Encuesta	varchar(300)	NO		NULL	
checklist_encuesta	IdCliente	int	NO		NULL	
checklist_encuesta	ActivoInactivo	int	NO		NULL	
checklist_encuesta_area	IdArea	int	NO	PRI	NULL	auto_increment
checklist_encuesta_area	Area	varchar(200)	NO		NULL	
checklist_encuesta_area	IdEncuesta	int	NO		NULL	
checklist_encuesta_area	ActivoInactivo	tinyint(1)	NO		NULL	
checklist_encuesta_calificacion	IdCalifica	int	NO	PRI	NULL	auto_increment
checklist_encuesta_calificacion	IdEncuesta	int	NO		NULL	
checklist_encuesta_calificacion	RangoInicial	int	NO		NULL	
checklist_encuesta_calificacion	RangoFinal	int	NO		NULL	
checklist_encuesta_calificacion	Mensaje	varchar(30)	NO		NULL	
checklist_encuesta_pregunta	IdPregunta	int	NO	PRI	NULL	auto_increment
checklist_encuesta_pregunta	IdArea	int	NO		NULL	
checklist_encuesta_pregunta	IdEncuesta	int	NO		NULL	
checklist_encuesta_pregunta	Pregunta	varchar(200)	NO		NULL	
checklist_encuesta_pregunta	ActivoInactivo	tinyint(1)	NO		NULL	
checklist_encuesta_puntaje	IdPuntaje	int	NO	PRI	NULL	auto_increment
checklist_encuesta_puntaje	IdEncuesta	int	NO		NULL	
checklist_encuesta_puntaje	Detalle	varchar(200)	NO		NULL	
checklist_encuesta_puntaje	Puntaje	int	NO		NULL	
checklist_encuesta_puntaje	IdCliente	int	NO		NULL	
checklist_encuestado	IdEncuestado	int	NO	PRI	NULL	auto_increment
checklist_encuestado	IdEncuesta	int	NO		NULL	
checklist_encuestado	IdIdentificador	int	NO		NULL	
checklist_encuestado	Fecha	date	NO		NULL	
checklist_encuestado	NumeroEncuesta	int	NO		NULL	
checklist_encuestado	IdCliente	int	NO		NULL	
checklist_encuestado	IdSucursal	int	NO		NULL	
checklist_encuestado	IdOperador	int	NO		NULL	
checklist_encuestado	ActivoInactivo	tinyint(1)	NO		NULL	
checklist_encuestado_propiamente	IdPropiamente	int	NO	PRI	NULL	auto_increment
checklist_encuestado_propiamente	IdEncuestado	int	NO	MUL	NULL	
checklist_encuestado_propiamente	IdPregunta	int	NO		NULL	
checklist_encuestado_propiamente	IdPuntaje	int	NO		NULL	
checklist_equipo_cafetera	IdCafetera	int	NO	PRI	NULL	auto_increment
checklist_equipo_cafetera	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_cafetera	IdEquipo	int	NO		NULL	
checklist_equipo_cafetera	Cantidad	decimal(10,0)	NO		NULL	
checklist_equipo_cafetera	Existencia	int	NO		NULL	
checklist_equipo_cafetera	Temperatura	int	NO		NULL	
checklist_equipo_cafetera	Limpieza	int	NO		NULL	
checklist_equipo_cafetera	Alarma	int	NO		NULL	
checklist_equipo_cafetera	ConexionElectrica	int	NO		NULL	
checklist_equipo_cafetera	InstalacionDeGas	int	NO		NULL	
checklist_equipo_congelacion	IdCongelacion	int	NO	PRI	NULL	auto_increment
checklist_equipo_congelacion	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_congelacion	IdEquipo	int	NO		NULL	
checklist_equipo_congelacion	Cantidad	int	NO		NULL	
checklist_equipo_congelacion	Existencia	int	NO		NULL	
checklist_equipo_congelacion	Temperatura	int	NO		NULL	
checklist_equipo_congelacion	Limpieza	int	NO		NULL	
checklist_equipo_congelacion	Alarma	int	NO		NULL	
checklist_equipo_congelacion	ConexionElectrica	int	NO		NULL	
checklist_equipo_congelacion	InstalacionDeGas	int	NO		NULL	
checklist_equipo_congelacion	IdCliente	int	NO	MUL	NULL	
checklist_equipo_congelacion	IdSucursal	int	NO	MUL	NULL	
checklist_equipo_congelacion	IdOperador	int	NO	MUL	NULL	
checklist_equipo_exhibidor	IdExhibidor	int	NO	PRI	NULL	auto_increment
checklist_equipo_exhibidor	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_exhibidor	IdEquipo	int	NO		NULL	
checklist_equipo_exhibidor	Cantidad	decimal(10,0)	NO		NULL	
checklist_equipo_exhibidor	Existencia	int	NO		NULL	
checklist_equipo_exhibidor	Temperatura	int	NO		NULL	
checklist_equipo_exhibidor	Limpieza	int	NO		NULL	
checklist_equipo_exhibidor	Alarma	int	NO		NULL	
checklist_equipo_exhibidor	ConexionElectrica	int	NO		NULL	
checklist_equipo_exhibidor	InstalacionDeGas	int	NO		NULL	
checklist_equipo_fritadoras	IdFritadoras	int	NO	PRI	NULL	auto_increment
checklist_equipo_fritadoras	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_fritadoras	IdEquipo	int	NO		NULL	
checklist_equipo_fritadoras	Cantidad	decimal(10,0)	NO		NULL	
checklist_equipo_fritadoras	Existencia	int	NO		NULL	
checklist_equipo_fritadoras	Temperatura	int	NO		NULL	
checklist_equipo_fritadoras	Limpieza	int	NO		NULL	
checklist_equipo_fritadoras	Alarma	int	NO		NULL	
checklist_equipo_fritadoras	ConexionElectrica	int	NO		NULL	
checklist_equipo_fritadoras	InstalacionDeGas	int	NO		NULL	
checklist_equipo_horno	IdHorno	int	NO	PRI	NULL	auto_increment
checklist_equipo_horno	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_horno	IdEquipo	int	NO		NULL	
checklist_equipo_horno	Cantidad	decimal(10,2)	NO		NULL	
checklist_equipo_horno	Existencia	int	NO		NULL	
checklist_equipo_horno	Temperatura	int	NO		NULL	
checklist_equipo_horno	Limpieza	int	NO		NULL	
checklist_equipo_horno	Alarma	int	NO		NULL	
checklist_equipo_horno	ConexionElectrica	int	NO		NULL	
checklist_equipo_horno	InstalacionDeGas	int	NO		NULL	
checklist_equipo_licuadora	IdLicuadora	int	NO	PRI	NULL	auto_increment
checklist_equipo_licuadora	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_licuadora	IdEquipo	int	NO		NULL	
checklist_equipo_licuadora	Cantidad	decimal(10,0)	NO		NULL	
checklist_equipo_licuadora	Existencia	int	NO		NULL	
checklist_equipo_licuadora	Temperatura	int	NO		NULL	
checklist_equipo_licuadora	Limpieza	int	NO		NULL	
checklist_equipo_licuadora	Alarma	int	NO		NULL	
checklist_equipo_licuadora	ConexionElectrica	int	NO		NULL	
checklist_equipo_licuadora	InstalacionDeGas	int	NO		NULL	
checklist_equipo_refrigeracion	IdRefrigeracion	int	NO	PRI	NULL	auto_increment
checklist_equipo_refrigeracion	IdCheckList	int	NO	MUL	NULL	
checklist_equipo_refrigeracion	IdEquipo	int	NO		NULL	
checklist_equipo_refrigeracion	Cantidad	decimal(10,0)	NO		NULL	
checklist_equipo_refrigeracion	Existencia	int	NO		NULL	
checklist_equipo_refrigeracion	Temperatura	int	NO		NULL	
checklist_equipo_refrigeracion	Limpieza	int	NO		NULL	
checklist_equipo_refrigeracion	Alarma	int	NO		NULL	
checklist_equipo_refrigeracion	ConexionElectrica	int	NO		NULL	
checklist_equipo_refrigeracion	InstalacionDeGas	int	NO		NULL	
checklist_infraestructura_aireacondicionado	IdAireAcondicionado	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_aireacondicionado	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_aireacondicionado	IdChecklist	int	NO	MUL	NULL	
checklist_infraestructura_aireacondicionado	Existencia	int	NO		NULL	
checklist_infraestructura_aireacondicionado	Funciona	int	NO		NULL	
checklist_infraestructura_aireacondicionado	Temperatura	int	NO		NULL	
checklist_infraestructura_bano	IdBano	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_bano	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_bano	IdChecklist	int	NO	MUL	NULL	
checklist_infraestructura_bano	Existencia	int	NO		NULL	
checklist_infraestructura_bano	Limpieza	int	NO		NULL	
checklist_infraestructura_bano	Funciona	int	NO		NULL	
checklist_infraestructura_fachada	IdFachada	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_fachada	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_fachada	IdCheckList	int	NO	MUL	NULL	
checklist_infraestructura_fachada	Estado	int	NO		NULL	
checklist_infraestructura_fachada	Limpieza	int	NO		NULL	
checklist_infraestructura_fachada	UsoCorrecto	int	NO		NULL	
checklist_infraestructura_jardinera	IdJardinera	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_jardinera	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_jardinera	IdChecklist	int	NO	MUL	NULL	
checklist_infraestructura_jardinera	Existencia	int	NO		NULL	
checklist_infraestructura_jardinera	Limpieza	int	NO		NULL	
checklist_infraestructura_jardinera	Estado	int	NO		NULL	
checklist_infraestructura_sectores	IdSectores	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_sectores	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_sectores	IdChecklist	int	NO	MUL	NULL	
checklist_infraestructura_sectores	NivelDeLimpieza	int	NO		NULL	
checklist_infraestructura_sectorlavado	IdSectorLavado	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_sectorlavado	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_sectorlavado	IdChecklist	int	NO	MUL	NULL	
checklist_infraestructura_sectorlavado	Existencia	int	NO		NULL	
checklist_infraestructura_sectorlavado	Funciona	int	NO		NULL	
checklist_infraestructura_seguridad	IdSeguridad	int	NO	PRI	NULL	auto_increment
checklist_infraestructura_seguridad	IdDetalle	int	NO	MUL	NULL	
checklist_infraestructura_seguridad	IdCheckList	int	NO	MUL	NULL	
checklist_infraestructura_seguridad	Existencia	int	NO		NULL	
checklist_infraestructura_seguridad	Estado	int	NO		NULL	
checklist_infraestructura_seguridad	Robo	int	NO		NULL	
checklist_mantenimiento_equipo	IdEquipo	int	NO	PRI	NULL	auto_increment
checklist_mantenimiento_equipo	Tipo	varchar(15)	NO		NULL	
checklist_mantenimiento_equipo	Descripcion	varchar(30)	NO		NULL	
checklist_mantenimiento_equipo	Serie	varchar(30)	NO		NULL	
checklist_mantenimiento_equipo	FotoEquipo	blob	NO		NULL	
checklist_mantenimiento_equipo	IdCliente	int	NO	MUL	NULL	
checklist_mantenimiento_equipo	IdSucursal	int	NO	MUL	NULL	
checklist_mantenimiento_equipo	IdOperador	int	NO	MUL	NULL	
checklist_mantenimiento_infraestructura	IdDetalle	int	NO	PRI	NULL	auto_increment
checklist_mantenimiento_infraestructura	Area	varchar(30)	NO		NULL	
checklist_mantenimiento_infraestructura	Descripcion	varchar(40)	NO		NULL	
checklist_mantenimiento_infraestructura	ActivoInactivo	tinyint(1)	NO		NULL	
checklist_mantenimiento_infraestructura	IdCliente	int	NO	MUL	NULL	
checklist_mantenimiento_infraestructura	IdSucursal	int	NO	MUL	NULL	
checklist_mantenimiento_infraestructura	IdOperador	int	NO	MUL	NULL	
checklist_mantenimiento_personal	IdPersonal	int	NO	PRI	NULL	auto_increment
checklist_mantenimiento_personal	IdSector	int	NO		NULL	
checklist_mantenimiento_personal	IdCargo	int	NO		NULL	
checklist_mantenimiento_personal	IdIdentificador	int	NO		NULL	
checklist_mantenimiento_personal	IdCliente	int	NO		NULL	
checklist_mantenimiento_personal	IdSucursal	int	NO		NULL	
checklist_mantenimiento_producto	IdCheckListProducto	int	NO	PRI	NULL	auto_increment
checklist_mantenimiento_producto	IdProducto	int	NO		NULL	
checklist_mantenimiento_producto	Estado	varchar(20)	NO		NULL	
checklist_mantenimiento_producto	IdCliente	int	NO		NULL	
checklist_mantenimiento_producto	IdSucursal	int	NO		NULL	
checklist_mantenimiento_sucursal	IdCheckListSucursal	int	NO	PRI	NULL	auto_increment
checklist_mantenimiento_sucursal	IdIdentificadorIdOperador	int	NO		NULL	
checklist_mantenimiento_sucursal	IdSucursal	int	NO		NULL	
checklist_mantenimiento_sucursal	IdCliente	int	NO		NULL	
checklist_mantenimiento_sucursal	IdOperadorIncluye	int	NO		NULL	
checklist_mantenimiento_sucursal	FechaInclusion	datetime	NO		NULL	
checklist_mantenimiento_sucursal	IdOperadorActualiza	int	YES		NULL	
checklist_mantenimiento_sucursal	FechaActualiza	datetime	YES		NULL	
checklist_personal_atencioncliente_aspectofisico	IdCajerosAspectoFisico	int	NO	PRI	NULL	auto_increment
checklist_personal_atencioncliente_aspectofisico	IdCheckList	int	NO	MUL	NULL	
checklist_personal_atencioncliente_aspectofisico	IdConcepto	int	NO		NULL	
checklist_personal_atencioncliente_aspectofisico	Nivel_SiNo	int	NO		NULL	
checklist_personal_atencioncliente_aspectos	IdAtencionClienteAspectos	int	NO	PRI	NULL	auto_increment
checklist_personal_atencioncliente_aspectos	IdCheckList	int	NO	MUL	NULL	
checklist_personal_atencioncliente_aspectos	IdConcepto	int	NO		NULL	
checklist_personal_atencioncliente_aspectos	Estado_SiNo	int	NO		NULL	
checklist_personal_atencioncliente_aspectos	Limpieza_SiNo	int	NO		NULL	
checklist_personal_cajeros_aspectofisico	IdCajerosAspectoFisico	int	NO	PRI	NULL	auto_increment
checklist_personal_cajeros_aspectofisico	IdCheckList	int	NO	MUL	NULL	
checklist_personal_cajeros_aspectofisico	IdConcepto	int	NO		NULL	
checklist_personal_cajeros_aspectofisico	Nivel_SiNo	int	NO		NULL	
checklist_personal_cajeros_aspectos	IdCajerosAspectos	int	NO	PRI	NULL	auto_increment
checklist_personal_cajeros_aspectos	IdCheckList	int	NO	MUL	NULL	
checklist_personal_cajeros_aspectos	IdConcepto	int	NO		NULL	
checklist_personal_cajeros_aspectos	Estado_SiNo	int	NO		NULL	
checklist_personal_cajeros_aspectos	Limpieza_SiNo	int	NO		NULL	
checklist_personal_camarero_aspectofisico	IdCamareroAspectoFisico	int	NO	PRI	NULL	auto_increment
checklist_personal_camarero_aspectofisico	IdCheckList	int	NO	MUL	NULL	
checklist_personal_camarero_aspectofisico	IdConcepto	int	NO		NULL	
checklist_personal_camarero_aspectofisico	Nivel_SiNo	int	NO		NULL	
checklist_personal_camarero_aspectos	IdCamareroAspectos	int	NO	PRI	NULL	auto_increment
checklist_personal_camarero_aspectos	IdCheckList	int	NO	MUL	NULL	
checklist_personal_camarero_aspectos	IdConcepto	int	NO		NULL	
checklist_personal_camarero_aspectos	Estado_SiNo	int	NO		NULL	
checklist_personal_camarero_aspectos	Limpieza_SiNo	int	NO		NULL	
checklist_personal_concepto	IdCheckListPersonal	int	NO	PRI	NULL	auto_increment
checklist_personal_concepto	AreaTrabajo	varchar(30)	NO		NULL	
checklist_personal_concepto	Concepto	varchar(20)	NO		NULL	
checklist_personal_concepto	Detalle	varchar(30)	NO		NULL	
checklist_personal_concepto	ActivoInactivo	int	NO		NULL	
checklist_personal_concepto	IdCliente	int	NO		NULL	
checklist_personal_horneros_aspectofisico	IdHorneroAspectoFisico	int	NO	PRI	NULL	auto_increment
checklist_personal_horneros_aspectofisico	IdCheckList	int	NO	MUL	NULL	
checklist_personal_horneros_aspectofisico	IdConcepto	int	NO		NULL	
checklist_personal_horneros_aspectofisico	Nivel_SiNo	int	NO		NULL	
checklist_personal_horneros_aspectos	IdHorneros	int	NO	PRI	NULL	auto_increment
checklist_personal_horneros_aspectos	IdCheckList	int	NO	MUL	NULL	
checklist_personal_horneros_aspectos	IdConcepto	int	NO		NULL	
checklist_personal_horneros_aspectos	Estado_SiNo	int	NO		NULL	
checklist_personal_horneros_aspectos	Limpieza_SiNo	int	NO		NULL	
checklist_producto_cocidos	IdCocido	int	NO	PRI	NULL	auto_increment
checklist_producto_cocidos	IdCheckList	int	NO	MUL	NULL	
checklist_producto_cocidos	IdProducto	int	NO		NULL	
checklist_producto_cocidos	Exitencia	int	NO		NULL	
checklist_producto_cocidos	Vencido	int	NO		NULL	
checklist_producto_cocidos	Desportillado	int	NO		NULL	
checklist_producto_cocidos	Aplastado	int	NO		NULL	
checklist_producto_cocidos	MalAlmacen	int	NO		NULL	
checklist_producto_congelados	IdCongelado	int	NO	PRI	NULL	auto_increment
checklist_producto_congelados	IdCheckList	int	NO	MUL	NULL	
checklist_producto_congelados	IdProducto	int	NO		NULL	
checklist_producto_congelados	Exitencia	int	NO		NULL	
checklist_producto_congelados	Vencido	int	NO		NULL	
checklist_producto_congelados	Desportillado	int	NO		NULL	
checklist_producto_congelados	Aplastado	int	NO		NULL	
checklist_producto_congelados	MalAlmacen	int	NO		NULL	
checklist_producto_embotellados	IdEmbotellados	int	NO	PRI	NULL	auto_increment
checklist_producto_embotellados	IdCheckList	int	NO	MUL	NULL	
checklist_producto_embotellados	IdProducto	int	NO		NULL	
checklist_producto_embotellados	Exitencia	int	NO		NULL	
checklist_producto_embotellados	Vencido	int	NO		NULL	
checklist_producto_embotellados	Desportillado	int	NO		NULL	
checklist_producto_embotellados	Aplastado	int	NO		NULL	
checklist_producto_embotellados	MalAlmacen	int	NO		NULL	
checklist_producto_jugos	IdJugos	int	NO	PRI	NULL	auto_increment
checklist_producto_jugos	IdCheckList	int	NO	MUL	NULL	
checklist_producto_jugos	IdProducto	int	NO		NULL	
checklist_producto_jugos	Exitencia	int	NO		NULL	
checklist_producto_jugos	Vencido	int	NO		NULL	
checklist_producto_jugos	Desportillado	int	NO		NULL	
checklist_producto_jugos	Aplastado	int	NO		NULL	
checklist_producto_jugos	MalAlmacen	int	NO		NULL	
checklist_producto_lineaprecocidos	IdLinea	int	NO	PRI	NULL	auto_increment
checklist_producto_lineaprecocidos	IdCheckList	int	NO	MUL	NULL	
checklist_producto_lineaprecocidos	IdProducto	int	NO		NULL	
checklist_producto_lineaprecocidos	Exitencia	int	NO		NULL	
checklist_producto_lineaprecocidos	Vencido	int	NO		NULL	
checklist_producto_lineaprecocidos	Desportillado	int	NO		NULL	
checklist_producto_lineaprecocidos	Aplastado	int	NO		NULL	
checklist_producto_lineaprecocidos	MalAlmacen	int	NO		NULL	
